question,gold answers,predicted answer,correct,system
On which of the hills of ancient Rome were the main residences of the Caesars?,"['the palatine', 'palatine']",Palatine Hill**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Regarded as its Nobel Prize, in what field is the annual Pritzer Prize awarded?","['architecturally', 'architecture', 'architectures', 'frozen music', 'architecture built environment', 'architectural', 'architectural work', 'art and history of architecture', 'archetecture', 'architecure', 'the art and history of architecture', 'first art', 'civil architecture', 'architecture (built environment)']",Literature,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B']"
"Rathlin Island, off the Northern Ireland coast, was refuge to which Scottish King in 1306?","['robert de brus', 'roibert i of scotland', 'robert bruce of annandale', 'robert i (scotland)', 'robert de brus, lord of annandale', 'robert the bruce', 'robert i of scotland bruce', 'robert bruce biography', ""robert 'the bruce'"", 'raibeart bruis', 'robert i of scotland', 'king robert the bruce', 'robert i scotland', 'robert de bruys', 'robert bruce', 'robert i of scotland, the bruce', 'robert viii de bruce', 'king bruce of scotland', 'king robert bruce', 'king robert i of scotland', 'robert bruce lord of annandale', 'robert de brus lord of annandale', 'roibert briuis', 'roibert a briuis', 'robert brus', 'robert bruce, lord of annandale']",John Balliol,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Rathlin Island, off the Northern Ireland coast, was refuge to which Scottish King in 1306?","['robert de brus, lord of annandale', ""robert 'the bruce'"", 'king bruce of scotland', 'robert i of scotland, the bruce', 'robert i scotland', 'raibeart bruis', 'robert i of scotland bruce', 'king robert i of scotland', 'robert bruce of annandale', 'robert i (scotland)', 'robert i of scotland', 'robert bruce', 'robert brus', 'robert de brus lord of annandale', 'robert bruce, lord of annandale', 'robert bruce biography', 'robert bruce lord of annandale', 'robert viii de bruce', 'roibert briuis', 'robert the bruce', 'robert de bruys', 'roibert i of scotland', 'roibert a briuis', 'king robert bruce', 'king robert the bruce', 'robert de brus']",John Comyn,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who founded the Messenger group of newspapers in 1983?,"['eddy shah', 'eddie shah']",The Messenger,No,['verbalized-Qwen3.5-9B']
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']",The Messenger group of newspapers was founded in 1983 by **The Messenger** (a socialist newspaper based in London).,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Who founded the Messenger group of newspapers in 1983?,"['eddy shah', 'eddie shah']",David R. Jones,No,['verbalized-gemini-2.5-flash-lite']
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']",Robert W. Wood,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']","Robert W. ""Bob"" Guccione",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Who founded the Messenger group of newspapers in 1983?,"['eddy shah', 'eddie shah']",Robert Messenger,No,['verbalized-Qwen3.5-4B']
Who founded the Messenger group of newspapers in 1983?,"['eddy shah', 'eddie shah']",Robert Maxwell,No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-gemini-2.5-flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-gemini-2.5-flash', 'verbalized-gemini-2.5-flash']"
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']",Sir Anwar Pervez,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']",Richard S. Reves,No,['verbalized-GLM-4.6V-Flash']
Who founded the Messenger group of newspapers in 1983?,"['eddy shah', 'eddie shah']",John D. Battenburg,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
Who founded the Messenger group of newspapers in 1983?,"['eddie shah', 'eddy shah']",John B. Fairfax,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
Levi Stubbs was the lead singer of which 'Motown' group from 1953 until 2000?,"['four tops', 'the four tops', 'four tops band', 'four tops (band)', '4 tops', 'the 4 tops', 'the four tops.', 'roquel payton', ""'the four tops'""]",The Isley Brothers,No,['verbalized-Qwen3.5-4B']
Levi Stubbs was the lead singer of which 'Motown' group from 1953 until 2000?,"['the 4 tops', ""'the four tops'"", 'roquel payton', 'the four tops.', '4 tops', 'four tops (band)', 'the four tops', 'four tops band', 'four tops']",The Temptations,No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-9B']"
"Located in North Carolina, which is both the highest mountain in the Appalachians and the highest mountain east of the Mississippi?","['mount mitchell, north carolina', 'mount mitchell (north carolina)', 'mount mitchell', 'mt. mitchell', 'mt mitchell', 'mount mitchell north carolina']",Mount **Grandfather Mountain** (or **Mount Mitchell**—likely the latter),No,['verbalized-Ministral-3-8B-Instruct-2512']
Who directed the 1966 film 'A Countess from Hong Kong?,"['charlie chaplain', 'roy export company establishment', 'charile chaplin', 'sir charles spencer chaplin', 'sir charles chaplin', 'charles spencer chaplin', 'charlie chaplin', 'charliechaplin', 'charles chaplin', 'sir charlie chaplin', 'charlie chaplan', 'chaplinian']",William Wyler,No,['verbalized-Qwen3.5-9B']
Who directed the 1966 film 'A Countess from Hong Kong?,"['charliechaplin', 'charles spencer chaplin', 'sir charles chaplin', 'sir charlie chaplin', 'charlie chaplin', 'sir charles spencer chaplin', 'roy export company establishment', 'charile chaplin', 'charlie chaplain', 'charles chaplin', 'charlie chaplan', 'chaplinian']",1966 film 'A Countess from Hong Kong' was directed by 1966 film 'A Countess from Hong Kong' was directed by 1966 film 'A Countess from Hong Kong' was directed by 1966 film 'A Countess from Hong Kong' ...,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who directed the 1966 film 'A Countess from Hong Kong?,"['charlie chaplan', 'sir charles chaplin', 'charles chaplin', 'charile chaplin', 'charles spencer chaplin', 'charliechaplin', 'chaplinian', 'sir charles spencer chaplin', 'charlie chaplin', 'charlie chaplain', 'sir charlie chaplin', 'roy export company establishment']",Carol Reed,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Who directed the 1966 film 'A Countess from Hong Kong?,"['charliechaplin', 'charles chaplin', 'charles spencer chaplin', 'charlie chaplain', 'charlie chaplan', 'charile chaplin', 'sir charlie chaplin', 'sir charles spencer chaplin', 'sir charles chaplin', 'chaplinian', 'charlie chaplin', 'roy export company establishment']",Charles Jarrott,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who directed the 1966 film 'A Countess from Hong Kong?,"['charlie chaplin', 'charles chaplin', 'charlie chaplain', 'charlie chaplan', 'charile chaplin', 'charliechaplin', 'sir charles spencer chaplin', 'charles spencer chaplin', 'sir charlie chaplin', 'roy export company establishment', 'chaplinian', 'sir charles chaplin']",Joseph Losey,No,['verbalized-Qwen3.5-4B']
Who was the author of 'The Thorne Birds'?,"['colleen mccullough robinson', 'colleen mccollough', 'colleen mccullough-robinson', 'colleen mccullough']",John Thorne,No,['verbalized-Qwen3.5-9B']
Who was the author of 'The Thorne Birds'?,"['colleen mccollough', 'colleen mccullough robinson', 'colleen mccullough', 'colleen mccullough-robinson']",No one,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who was the author of 'The Thorne Birds'?,"['colleen mccullough robinson', 'colleen mccollough', 'colleen mccullough-robinson', 'colleen mccullough']",The Thorne Birds was not written by any known author.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Who was the author of 'The Thorne Birds'?,"['colleen mccullough', 'colleen mccullough-robinson', 'colleen mccullough robinson', 'colleen mccollough']",Unknown,No,['verbalized-Qwen3.5-4B']
Who was the author of 'The Thorne Birds'?,"['colleen mccollough', 'colleen mccullough-robinson', 'colleen mccullough robinson', 'colleen mccullough']",Mary Higgins Clark,No,['verbalized-GLM-4.6V-Flash']
The cult TV series Lost which began in 2004 features 'Oceanic Flight ...' what?,"['eight hundred and fifteen', '815']",808,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
The cult TV series Lost which began in 2004 features 'Oceanic Flight ...' what?,"['815', 'eight hundred and fifteen']",850,No,['verbalized-Ministral-3-8B-Instruct-2512']
What holiday is particularly associated with Morris Dancing?,"['whitsun', 'whitsunday', 'whit week', 'whitsuntide', 'whit sunday']",Christmas,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
What holiday is particularly associated with Morris Dancing?,"['whitsuntide', 'whit week', 'whit sunday', 'whitsun', 'whitsunday']",May Day,No,"['is_true-GLM-4.6V-Flash', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-GLM-4.6V-Flash', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-pro']"
What holiday is particularly associated with Morris Dancing?,"['whit sunday', 'whitsuntide', 'whitsun', 'whit week', 'whitsunday']",May Day (or Spring Bank Holiday in the UK),No,['verbalized-Ministral-3-8B-Instruct-2512']
What holiday is particularly associated with Morris Dancing?,"['whitsun', 'whit week', 'whitsuntide', 'whitsunday', 'whit sunday']",May Day** (or **May Day Bank Holiday** in the UK).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What holiday is particularly associated with Morris Dancing?,"['whitsuntide', 'whit sunday', 'whitsunday', 'whitsun', 'whit week']",St. Patrick's Day,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
In what year in the 20th century was the Miss World contest held for the first time?,"['1951', 'one thousand, nine hundred and fifty-one', 'one thousand nine hundred and fifty one']",1958,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"What instrument is sized according to terms such as 0, 00, 000, Grand Auditorium and Dreadnought?","['guitar components', 'guitariste', 'guitar music', 'gutiar', 'gitar', 'gatar', 'left handed guitar', 'rock guitar', 'saddle guitar', 'guiatar', 'guitar lesson', '🎸', 'guitar strap', 'belly fiddler', 'archguitar', 'giutar', 'strap lock system', '6-string guitar', 'guitar history', 'geetar', 'the guitar', 'black plastic guitar case', 'guitar', 'guitars', 'parts of the guitar', '6 string guitar', 'six string guitar', 'types of guitars', 'kinds of guitars', 'guiatr', 'guitar lessons', 'guitar instruction', 'six-string guitar', 'gitiar', 'usa guitar', 'guitar tone', 'gitarre', 'playing guitars', 'saddle (guitar)', 'parts of guitar', 'gitfiddle']",Acoustic guitar,Yes,"['is_true-Qwen3.5-4B', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-Qwen3.5-4B', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-Qwen3.5-4B', 'verbalized-gemini-2.5-pro']"
Which 1977 musical was inspired by a magazine article about Bay Ridge kids of Brooklyn whose working class lives were said to be so empty that they lived just to dance on the weekend?,['saturday night fever'],Grease,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which 1977 musical was inspired by a magazine article about Bay Ridge kids of Brooklyn whose working class lives were said to be so empty that they lived just to dance on the weekend?,['saturday night fever'],Annie,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which 1977 musical was inspired by a magazine article about Bay Ridge kids of Brooklyn whose working class lives were said to be so empty that they lived just to dance on the weekend?,['saturday night fever'],The Rocky Horror Show,No,['verbalized-Qwen3.5-4B']
"The Bridge of the Horns is a proposed construction project to build a bridge across the Bab-el-Mandeb, the strait between the Red Sea and Gulf of Aden. What two countries will it connect?",['djibouti and yemen'],Yemen and Djibouti,Yes,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"The Bridge of the Horns is a proposed construction project to build a bridge across the Bab-el-Mandeb, the strait between the Red Sea and Gulf of Aden. What two countries will it connect?",['djibouti and yemen'],Yemen and Eritrea,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"The Bridge of the Horns is a proposed construction project to build a bridge across the Bab-el-Mandeb, the strait between the Red Sea and Gulf of Aden. What two countries will it connect?",['djibouti and yemen'],Yemen and Saudi Arabia,No,['verbalized-GLM-4.6V-Flash']
"The Bridge of the Horns is a proposed construction project to build a bridge across the Bab-el-Mandeb, the strait between the Red Sea and Gulf of Aden. What two countries will it connect?",['djibouti and yemen'],Yemen** and **Djibouti**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which book of the Old Testament explains how the festival of Purim came to be celebrated by the Jews?,['esther'],Book of Esther,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes game', 'horseshoe throwing', 'horse shoes', 'horseshoes (game)', 'horseshoes', 'horseshoe pitching', 'horseshoe pit']",skeet shooting,No,['verbalized-GLM-4.6V-Flash']
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes (game)', 'horseshoes', 'horseshoe pitching', 'horse shoes', 'horseshoes game', 'horseshoe throwing', 'horseshoe pit']",Ringing,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes (game)', 'horse shoes', 'horseshoe pit', 'horseshoe throwing', 'horseshoe pitching', 'horseshoes', 'horseshoes game']",Curling,No,['verbalized-Ministral-3-8B-Instruct-2512']
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes (game)', 'horseshoe pitching', 'horse shoes', 'horseshoes game', 'horseshoe pit', 'horseshoe throwing', 'horseshoes']",Darts,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoe pit', 'horseshoe throwing', 'horse shoes', 'horseshoes (game)', 'horseshoe pitching', 'horseshoes', 'horseshoes game']",Disc Golf,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes', 'horseshoe pitching', 'horseshoe throwing', 'horseshoes game', 'horseshoes (game)', 'horse shoes', 'horseshoe pit']","Ringer, Leaner, Closer (or Ringer/Leaner/Closer scoring)",No,['verbalized-Qwen3.5-4B']
"In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?","['horseshoes game', 'horse shoes', 'horseshoes (game)', 'horseshoe pit', 'horseshoes', 'horseshoe pitching', 'horseshoe throwing']",Ringette,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Michelangelo Merisi (or Amerighi) is the birth name of which artist?,"['michelangelo da caravaggio', 'caravage', 'michelangelo caravaggio', 'caravaggesque', 'michaelangelo caravaggio morigi', 'carravagio', 'michelangelo merisi caravaggio', 'michaelangelo (caravaggio) morigi', 'morigi michaelangelo caravaggio', 'michael angelo merigi', 'caravaggio disputed', 'michaelangelo da carravagio', 'carvaggio', 'cravaggio', 'michelangelo amerighi caravaggio', 'ecstacy of saint francis', 'michelangelo amerighi da caravaggio', 'caravaggio', 'caravaggio merisi', 'michaelangelo merisi', 'carravaggio', 'caravaggiesque', 'michelangelo da merisi', 'michelangelo merisi de caravaggio', 'michelangelo merisi da caravaggio', 'michael agnolo van caravaggio', 'michelangelo merisi da carravaggio', 'caravagio', 'morigi, michaelangelo (caravaggio)', 'caravaggio michaelangelo morigi', 'michelangelo merisi', 'caravaggio (disputed)', 'michelangelo nerosi da caravaggio', 'caravaggio (michaelangelo morigi)']",Michelangelo,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Michelangelo Merisi (or Amerighi) is the birth name of which artist?,"['caravaggio disputed', 'caravaggiesque', 'morigi michaelangelo caravaggio', 'carvaggio', 'caravaggio merisi', 'cravaggio', 'caravage', 'caravaggio', 'michaelangelo da carravagio', 'michelangelo amerighi da caravaggio', 'morigi, michaelangelo (caravaggio)', 'michelangelo merisi', 'michaelangelo merisi', 'michelangelo nerosi da caravaggio', 'carravaggio', 'michelangelo merisi caravaggio', 'caravaggio michaelangelo morigi', 'michelangelo merisi da caravaggio', 'michaelangelo caravaggio morigi', 'michael angelo merigi', 'caravaggio (disputed)', 'carravagio', 'michelangelo merisi de caravaggio', 'caravaggesque', 'michael agnolo van caravaggio', 'michelangelo da merisi', 'michelangelo merisi da carravaggio', 'michelangelo da caravaggio', 'ecstacy of saint francis', 'michelangelo amerighi caravaggio', 'michaelangelo (caravaggio) morigi', 'michelangelo caravaggio', 'caravaggio (michaelangelo morigi)', 'caravagio']",Leonardo da Vinci,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like a rolling stone', 'like rolling stone rolling stones song', ""'like a rolling stone'"", 'like a rolling stone (the rolling stones song)', 'like rolling stone']","""Like a Rolling Stone""",Yes,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like rolling stone', 'like rolling stone rolling stones song', 'like a rolling stone (the rolling stones song)', 'like a rolling stone', ""'like a rolling stone'""]","""It Ain't Me Babe""",No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like a rolling stone (the rolling stones song)', 'like rolling stone rolling stones song', ""'like a rolling stone'"", 'like a rolling stone', 'like rolling stone']","""Subterranean Homesick Blues""",No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","[""'like a rolling stone'"", 'like a rolling stone (the rolling stones song)', 'like rolling stone', 'like a rolling stone', 'like rolling stone rolling stones song']","""Tangled Up in Blue""",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like rolling stone rolling stones song', 'like rolling stone', 'like a rolling stone', ""'like a rolling stone'"", 'like a rolling stone (the rolling stones song)']","""Positively 4th Street""",No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like rolling stone rolling stones song', 'like a rolling stone', 'like rolling stone', 'like a rolling stone (the rolling stones song)', ""'like a rolling stone'""]",Subterranean Homesick Blues,No,['verbalized-Qwen3.5-9B']
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like a rolling stone', 'like rolling stone', ""'like a rolling stone'"", 'like rolling stone rolling stones song', 'like a rolling stone (the rolling stones song)']",The Times They Are A-Changin',No,['verbalized-Qwen3.5-4B']
"""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""","['like a rolling stone (the rolling stones song)', 'like rolling stone', ""'like a rolling stone'"", 'like a rolling stone', 'like rolling stone rolling stones song']",Positively 4th Street,No,['verbalized-gemini-2.5-flash-lite']
What was the first hospital soap opera on ITV,"['emergency-ward 10', 'emergency – ward 10', 'emergency ward ten', 'emergency ward 10', 'oxbridge general', 'emergency - ward 10']",General Hospital,No,"['is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash']"
What was the first hospital soap opera on ITV,"['oxbridge general', 'emergency ward 10', 'emergency ward ten', 'emergency-ward 10', 'emergency – ward 10', 'emergency - ward 10']",Coronation Street,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What was the first hospital soap opera on ITV,"['emergency-ward 10', 'emergency – ward 10', 'emergency ward 10', 'emergency - ward 10', 'emergency ward ten', 'oxbridge general']",Crossroads,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
What was the first hospital soap opera on ITV,"['emergency – ward 10', 'emergency - ward 10', 'emergency ward ten', 'emergency ward 10', 'emergency-ward 10', 'oxbridge general']",Emmerdale** (1972),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What was the first hospital soap opera on ITV,"['emergency-ward 10', 'emergency - ward 10', 'emergency – ward 10', 'emergency ward ten', 'emergency ward 10', 'oxbridge general']",Emmerdale,No,['verbalized-Ministral-3-8B-Instruct-2512']
Which US city was named after a British Prime Minister?,"['frick international studies academy middle school', 'pittsburgh, pa.', 'pittsburg, pa', 'pittsburgh, pennsylvania, us', 'pittsburgh, usa', 'pittsburgh', 'pittsburgh frick 6-8 middle school', 'pittsburgh frick 6–8 middle school', 'pittsburg pa', 'un locode uspit', 'pittsburgh, pennsylvania, u.s.a.', 'pittsburgh, pennsylvania, usa', 'st justin s high school', 'pittsburg, pennsylvania', 'pittsbrugh', 'pittsburgh, pennsylvania, u.s.', 'pittsburg pennsylvania', 'pittsburgh frick 6 8 middle school', 'city of pittsburgh', 'pittsburgh style', 'pittsburgh, pennsylvania', 'the city of bridges', 'education in pittsburgh', 'glenwood pennsylvania', 'steel city', 'fort du quesne', 'pittsburgh (pa.)', 'smoky city', ""st. justin's high school"", 'pittsburgh pennsylvania usa', 'pittsburgh pennsyvania', 'pittsburgh (pgh)', 'climate of pittsburgh pennsylvania', 'pittsburgh pennsylvania', 'pittsburgh pennsylvania us', 'pittsburgh, united states of america', 'da burgh', 'pittsburgh style of literature', 'pittsburgh (pa)', 'pittsburgh allegheny county pennsylvania', 'east end pittsburgh', 'pittsburgh pa', 'glenwood, pennsylvania', 'climate of pittsburgh, pennsylvania', 'pittsburgh, pennsylvania.', 'the pittsburgh style of literature', 'east end (pittsburgh)', 'pittsburgh, allegheny county, pennsylvania', 'the burgh', 'city of bridges', 'pittsburgh pennsylvania u s', 'pittsburgh pgh', 'pittsburgh united states of america', 'pittsburgh, pa', 'un/locode:uspit', 'pitsburgh', 'pittsburgh usa', 'the steel city', 'burgh']","Charleston, South Carolina",No,['verbalized-Ministral-3-8B-Instruct-2512']
Which US city was named after a British Prime Minister?,"['pittsburgh (pa.)', 'pittsburgh pgh', 'pittsburgh, pennsylvania.', 'pittsburgh, pennsylvania, u.s.a.', 'steel city', 'pittsburgh usa', 'pittsburgh style of literature', 'pittsburgh (pgh)', 'the pittsburgh style of literature', 'pittsburgh allegheny county pennsylvania', 'pittsburgh united states of america', 'pittsburgh pa', 'east end pittsburgh', 'climate of pittsburgh, pennsylvania', 'the burgh', 'pittsburgh', 'pittsburgh, pennsylvania, u.s.', 'pittsburgh pennsylvania usa', 'pitsburgh', 'pittsburgh frick 6–8 middle school', 'pittsburg pennsylvania', 'pittsburg, pa', 'pittsburgh pennsylvania u s', 'east end (pittsburgh)', 'fort du quesne', 'pittsburgh pennsylvania us', 'pittsburg pa', 'st justin s high school', 'un/locode:uspit', 'pittsburgh, pa.', 'un locode uspit', 'pittsburgh pennsylvania', 'pittsburgh style', 'glenwood pennsylvania', 'frick international studies academy middle school', 'climate of pittsburgh pennsylvania', 'pittsburgh, allegheny county, pennsylvania', 'pittsburgh, pennsylvania, us', 'the steel city', 'glenwood, pennsylvania', 'the city of bridges', 'pittsburgh, united states of america', ""st. justin's high school"", 'pittsburg, pennsylvania', 'da burgh', 'smoky city', 'pittsburgh, usa', 'pittsbrugh', 'pittsburgh (pa)', 'city of bridges', 'pittsburgh, pennsylvania, usa', 'pittsburgh frick 6 8 middle school', 'pittsburgh pennsyvania', 'burgh', 'pittsburgh, pa', 'education in pittsburgh', 'pittsburgh frick 6-8 middle school', 'city of pittsburgh', 'pittsburgh, pennsylvania']",Boston,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Which US city was named after a British Prime Minister?,"['city of bridges', 'glenwood pennsylvania', 'steel city', 'pittsburg, pa', 'pittsburgh pennsyvania', 'pitsburgh', 'the burgh', 'east end (pittsburgh)', 'pittsburgh frick 6-8 middle school', 'pittsburgh (pa)', 'pittsburgh usa', 'pittsburgh pennsylvania usa', 'pittsburgh, pennsylvania, us', 'frick international studies academy middle school', 'fort du quesne', 'climate of pittsburgh, pennsylvania', 'smoky city', 'climate of pittsburgh pennsylvania', 'pittsburgh (pgh)', 'st justin s high school', 'pittsburgh united states of america', 'pittsburgh style', 'pittsbrugh', 'pittsburgh, allegheny county, pennsylvania', 'the city of bridges', 'pittsburgh, united states of america', 'city of pittsburgh', 'pittsburgh (pa.)', 'education in pittsburgh', 'the pittsburgh style of literature', 'pittsburgh frick 6–8 middle school', 'pittsburgh, pennsylvania, usa', 'pittsburgh, pa.', 'pittsburgh style of literature', 'pittsburgh pa', 'pittsburgh', 'glenwood, pennsylvania', 'pittsburg, pennsylvania', 'pittsburgh pennsylvania us', 'pittsburg pennsylvania', 'pittsburgh, pennsylvania.', 'pittsburgh, usa', 'pittsburgh pennsylvania', 'the steel city', 'un locode uspit', 'east end pittsburgh', 'un/locode:uspit', 'pittsburgh, pa', 'pittsburgh, pennsylvania, u.s.', 'pittsburg pa', 'da burgh', 'burgh', 'pittsburgh allegheny county pennsylvania', 'pittsburgh frick 6 8 middle school', 'pittsburgh, pennsylvania, u.s.a.', 'pittsburgh, pennsylvania', 'pittsburgh pgh', ""st. justin's high school"", 'pittsburgh pennsylvania u s']",London,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
