question,gold answers,predicted answer,correct,system
"Which car manufacturer produces models called Concerto, Inspire, Legend, Torneo, etc?","['honda atv', 'honda motor manufacturing', 'honda motor co', 'honda motor company, limited', 'honda motor company inc', 'honda soltec', 'honda motor company limited', 'honda (automobile)', 'honda motor company', 'honda werther', 'honda 300ex', 'honda group', 'honda automobile', 'honda motor co.', 'honda motorcycles', 'honda', 'honda clio', 'hero honda passion plus', 'honda verno', 'honda cl145', '本田', 'soltec', 'honda corporation', 'honda motor co ltd', 'honda primo', 'honda motorcycle', 'cbr 150', 'honda motor co. ltd.', 'honda motor company inc.', 'honda technologies', 'honda outboard', 'honda motor', 'honda motor co., ltd.']",Hyundai,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
Shirley Temple served as US Ambassador to which African country from 1974 – 1976?,"['ghana', 'the country ghana', 'iso 3166 1 gh', 'the republic of ghana', 'iso 3166-1:gh', 'ghanaian republic', 'the democradic republic of ghana', 'state of ghana', 'ghana homeland', 'country ghana', 'ghanian', 'ghanan', 'etymology of ghana', 'ghanaian', 'republic ghana', 'black star of africa', 'democradic republic of ghana', 'republic of ghana']",Chad,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
Where was the world's tallest road bridge opened in December 2004?,"['ranska', 'république française', 'republique francaise', 'republique française', 'la république française', 'people of france', 'republic of france', 'la république francaise', 'la republique française', 'climate of france', 'la france', 'etymology of france', 'la republique francaise', 'france (country)', 'frakkland', 'le france', 'franciaorszag', 'république francaise', 'french republic', 'belle france', 'france', 'rain in france', 'the republic of france', 'fracne', 'franse', 'france country', 'iso 3166-1:fr', 'the french republic', 'iso 3166 1 fr', 'franciaország', 'frankreich']","Sichuan Province, China** (Dazhongshan Tunnel Bridge).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Where was the world's tallest road bridge opened in December 2004?,"['fracne', 'la france', 'rain in france', 'la republique francaise', 'ranska', 'france country', 'belle france', 'franciaország', 'république française', 'la république francaise', 'the french republic', 'etymology of france', 'iso 3166-1:fr', 'la république française', 'la republique française', 'frankreich', 'people of france', 'france', 'republic of france', 'climate of france', 'the republic of france', 'france (country)', 'franse', 'république francaise', 'republique francaise', 'iso 3166 1 fr', 'republique française', 'french republic', 'le france', 'frakkland', 'franciaorszag']","Vizhinjam, Kerala, India (Muttom Bridge)",No,['verbalized-Ministral-3-8B-Instruct-2512']
Where was the world's tallest road bridge opened in December 2004?,"['la république francaise', 'the french republic', 'le france', 'france (country)', 'la république française', 'la republique française', 'la republique francaise', 'climate of france', 'belle france', 'french republic', 'republic of france', 'france country', 'la france', 'etymology of france', 'iso 3166-1:fr', 'franciaorszag', 'the republic of france', 'rain in france', 'république française', 'république francaise', 'franse', 'republique française', 'fracne', 'frakkland', 'france', 'republique francaise', 'franciaország', 'iso 3166 1 fr', 'frankreich', 'people of france', 'ranska']",The world's tallest road bridge opened in December 2004 was the **Danyang–Kunshan Grand Bridge** in **China**.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Where was the world's tallest road bridge opened in December 2004?,"['frankreich', 'franse', 'ranska', 'the french republic', 'republique française', 'la republique francaise', 'république française', 'la république française', 'french republic', 'franciaország', 'le france', 'fracne', 'frakkland', 'the republic of france', 'france country', 'people of france', 'la republique française', 'etymology of france', 'iso 3166-1:fr', 'france', 'france (country)', 'franciaorszag', 'république francaise', 'iso 3166 1 fr', 'la france', 'rain in france', 'belle france', 'republic of france', 'republique francaise', 'climate of france', 'la république francaise']",China,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B']"
Where was the world's tallest road bridge opened in December 2004?,"['franse', 'republic of france', 'le france', 'république française', 'franciaorszag', 'fracne', 'people of france', 'france country', 'republique francaise', 'etymology of france', 'la république francaise', 'la france', 'la republique française', 'republique française', 'iso 3166 1 fr', 'ranska', 'frakkland', 'la republique francaise', 'frankreich', 'the republic of france', 'france', 'iso 3166-1:fr', 'climate of france', 'france (country)', 'la république française', 'the french republic', 'rain in france', 'french republic', 'belle france', 'république francaise', 'franciaország']",Macau,No,['verbalized-Qwen3.5-9B']
During the Falklands War which ship was the British flagship?,['hms hermes'],HMS Invincible,No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
What are the French speaking citizens of Belgium called?,"['waloons', 'wallon (people)', 'wallonian', 'wallons', 'walloon (people)', 'walloons', 'walloon people', 'walons', 'wallon people']",Wallons (for Wallonia) and Francophones (general term),No,['verbalized-Ministral-3-8B-Instruct-2512']
What are the French speaking citizens of Belgium called?,"['walons', 'walloon people', 'waloons', 'walloons', 'wallon people', 'walloon (people)', 'wallon (people)', 'wallons', 'wallonian']",Walloons** (for French-speaking Wallonia) and **Bruxellois** (for Brussels). The broader term is **Francophones**.,Yes,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which British Cathedral has three spires?,"['licidfelth', 'city of lichfield', 'lichfield (city)', 'lichfield', 'municipal borough of lichfield', 'netherstowe high school', 'lichfield city']",Lincoln Cathedral,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Which British Cathedral has three spires?,"['netherstowe high school', 'city of lichfield', 'lichfield city', 'lichfield (city)', 'licidfelth', 'lichfield', 'municipal borough of lichfield']","Cathedral of St. Peter and St. Paul, Exeter",No,['verbalized-Ministral-3-8B-Instruct-2512']
Which British Cathedral has three spires?,"['lichfield', 'lichfield (city)', 'city of lichfield', 'licidfelth', 'municipal borough of lichfield', 'lichfield city', 'netherstowe high school']",Canterbury Cathedral,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which British Cathedral has three spires?,"['licidfelth', 'lichfield city', 'lichfield', 'city of lichfield', 'municipal borough of lichfield', 'lichfield (city)', 'netherstowe high school']",Salisbury Cathedral,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Which British Cathedral has three spires?,"['municipal borough of lichfield', 'netherstowe high school', 'lichfield', 'lichfield city', 'city of lichfield', 'licidfelth', 'lichfield (city)']",St. Paul's Cathedral,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What type of food dish is a ‘London Particular’?,"['soup', 'canned soup', 'bean soup', 'condensed soup', 'dessert soup', 'soupe', 'soups', 'clear soup', 'cold soup']",Sausage roll,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
What type of food dish is a ‘London Particular’?,"['clear soup', 'dessert soup', 'soupe', 'canned soup', 'soups', 'bean soup', 'soup', 'condensed soup', 'cold soup']",gin,No,['verbalized-Qwen3.5-9B']
What type of food dish is a ‘London Particular’?,"['soupe', 'cold soup', 'soup', 'canned soup', 'bean soup', 'condensed soup', 'soups', 'dessert soup', 'clear soup']","A London Particular is a specific type of food dish, often associated with traditional British cuisine, such as a particular preparation of fish or meat, though the term can also refer to a unique loc...",No,['verbalized-Qwen3.5-4B']
What type of food dish is a ‘London Particular’?,"['canned soup', 'soup', 'clear soup', 'cold soup', 'soupe', 'soups', 'condensed soup', 'bean soup', 'dessert soup']","A London Particular is a type of food dish that is a specific, often elaborate, meal or feast, typically associated with a particular occasion or social gathering in London, though the exact definitio...",No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
What type of food dish is a ‘London Particular’?,"['bean soup', 'cold soup', 'dessert soup', 'soupe', 'soup', 'clear soup', 'canned soup', 'soups', 'condensed soup']",A London Particular is a type of gin.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
What type of food dish is a ‘London Particular’?,"['dessert soup', 'soupe', 'bean soup', 'clear soup', 'condensed soup', 'canned soup', 'soups', 'cold soup', 'soup']","Baked potato dish with toppings (e.g., cheese, bacon, beans)",No,['verbalized-Ministral-3-8B-Instruct-2512']
Who is the valet to 'Phileas Fogg' in the novel 'Around The World In Eighty Days'?,"[""'jean passepartout'"", 'passepartout character', 'passepartout (character)', 'jean passepartout']",Passepartout,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-9B']"
Who is the valet to 'Phileas Fogg' in the novel 'Around The World In Eighty Days'?,"['jean passepartout', 'passepartout (character)', ""'jean passepartout'"", 'passepartout character']",John Passmore,No,['verbalized-Qwen3.5-4B']
Who is the valet to 'Phileas Fogg' in the novel 'Around The World In Eighty Days'?,"['passepartout (character)', 'jean passepartout', 'passepartout character', ""'jean passepartout'""]",A.J.,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
To which species does the Gnu or Wildebeest belong?,"['23 u.s. 66', 'antelope vice consuls of spain and portugal', 'the antelope the vice-consuls of spain and portugal', 'antelope', 'the antelope', 'antelope case', '23 u s 66']","Bovidae** (subfamily **Alcelaphinae**, genus *Connochaetes*)",No,['verbalized-Ministral-3-8B-Instruct-2512']
To which species does the Gnu or Wildebeest belong?,"['antelope', '23 u s 66', 'the antelope the vice-consuls of spain and portugal', 'antelope case', 'antelope vice consuls of spain and portugal', '23 u.s. 66', 'the antelope']",Bovidae** (family) and *Connochaetes* (genus).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
To which species does the Gnu or Wildebeest belong?,"['the antelope the vice-consuls of spain and portugal', '23 u s 66', 'antelope', '23 u.s. 66', 'antelope case', 'the antelope', 'antelope vice consuls of spain and portugal']",Connochaetes,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
To which species does the Gnu or Wildebeest belong?,"['23 u.s. 66', 'antelope', '23 u s 66', 'the antelope the vice-consuls of spain and portugal', 'antelope case', 'the antelope', 'antelope vice consuls of spain and portugal']",Connochaetes taurinus,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
The A23 road connects London to which coastal resort in East Sussex?,"['brighton, england', 'brighton music', 'county borough of brighton', 'brighton ferry', 'brighton, east sussex', 'brighton, uk', 'un locode gbbsh', 'mayor of brighton', 'brighton uk', 'brighton england', 'un/locode:gbbsh', 'brighton borough council', 'brighton, sussex', 'brighton east sussex', 'brighton sussex', 'brighthelmstone', 'brighton']",Eastbourne,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,"['richard starkey, jr.', 'ringo film', 'starr, ringo', 'ringo star', 'ringo', 'richard henry parkin starkey jr.', 'ringo starkey', 'starr ringo', 'richard starkey jr', 'richard starkey', 'richard henry parkin starkey jr', 'beatle ringo', 'richard starky', '%22ringo%22', 'ringo (film)', 'ringo starr', 'richie snare', 'richard starkey jr.', '22ringo 22', 'richard starrkey']",The Beatles,No,['verbalized-Qwen3.5-9B']
Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,"['starr ringo', 'richard starkey jr.', 'ringo', 'starr, ringo', 'ringo star', 'richard starkey', 'ringo (film)', 'richard henry parkin starkey jr', 'richard starrkey', 'richard starky', 'richard starkey jr', 'richie snare', 'richard starkey, jr.', 'ringo starkey', 'richard henry parkin starkey jr.', '%22ringo%22', 'ringo starr', 'ringo film', '22ringo 22', 'beatle ringo']","Ringo Starr** (as a fictional character, ""Nelson"").",Yes,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,"['richard starky', 'richie snare', 'ringo (film)', 'richard starkey jr', '22ringo 22', 'richard henry parkin starkey jr.', 'ringo starkey', 'ringo starr', 'starr, ringo', 'richard starkey', 'richard henry parkin starkey jr', 'beatle ringo', 'richard starkey jr.', 'ringo', 'starr ringo', '%22ringo%22', 'richard starrkey', 'ringo star', 'richard starkey, jr.', 'ringo film']",A man,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,"['starr, ringo', '22ringo 22', 'richie snare', 'beatle ringo', '%22ringo%22', 'richard starkey jr.', 'ringo (film)', 'richard starkey, jr.', 'richard starkey', 'richard henry parkin starkey jr.', 'ringo starr', 'ringo', 'ringo star', 'richard starky', 'richard starrkey', 'starr ringo', 'richard henry parkin starkey jr', 'ringo film', 'richard starkey jr', 'ringo starkey']",No one,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B']"
Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,"['richard starkey, jr.', '22ringo 22', 'starr, ringo', 'richard starkey', 'richard starky', 'ringo (film)', 'richie snare', 'ringo starkey', 'richard henry parkin starkey jr.', '%22ringo%22', 'richard starkey jr', 'starr ringo', 'richard henry parkin starkey jr', 'richard starrkey', 'beatle ringo', 'ringo star', 'ringo film', 'richard starkey jr.', 'ringo', 'ringo starr']",John Lennon,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
At which Winter Olympic host city would you find the Cresta Run?,"['st. moritz (graubuenden)', 'saint moritz', 'st.-moritz', 'st. moritz', 'st moritz grisons', 'st. moritz (graubunden)', 'san murezzan', 'st moritz graubuenden', 'st. moritz (grisons)', 'st. mortitz', 'st.moritz', 'sankt moritz', 'st moritz', 'st moritz graubunden', 'saint-moritz', 'st moritz switzerland', 'st moritz gr', 'st. moritz, switzerland', 'st-moritz', 'sankt-moritz', 'st. moritz (graubünden)', 'st. moritz gr', 'st mortitz', 'san moritz', 'st moritz graubünden']","Sapporo, Japan** (1972 Winter Olympics).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
At which Winter Olympic host city would you find the Cresta Run?,"['st moritz graubuenden', 'st. moritz (graubunden)', 'saint-moritz', 'st. moritz, switzerland', 'st moritz graubunden', 'st moritz switzerland', 'sankt moritz', 'st moritz graubünden', 'st. moritz', 'st. moritz gr', 'st. moritz (graubünden)', 'st mortitz', 'san murezzan', 'st. moritz (grisons)', 'saint moritz', 'san moritz', 'st. mortitz', 'st-moritz', 'st moritz grisons', 'st.moritz', 'st. moritz (graubuenden)', 'st moritz', 'st moritz gr', 'st.-moritz', 'sankt-moritz']",1.0,No,['verbalized-Ministral-3-8B-Instruct-2512']
"Which British film, starring Ralph Fiennes, won nine Oscars in 1997?","['the english patient (novel)', 'english patient novel', 'english patient', 'the english patient']",Schindler's List,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
Which architect designed the Albert Memorial in 1875?,"['george scott (architect)', 'g.g. scott', 'gilbert scott (architect)', 'gilbert scott architect', 'george gilbert scott', 'sir gilbert scott', 'g g scott', 'george scott architect', 'sir george gilbert scott']",William Burges,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['element 22', 'titanium jewelry', 'titaniferous', 'titanium ore', 'titanium bolts', 'titanium sponge', 'menachite', 'titanium metallurgy', 'titanium processing', 'titanium']",Copernicium,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titanium metallurgy', 'titanium jewelry', 'titanium', 'titanium processing', 'titanium bolts', 'element 22', 'menachite', 'titanium ore', 'titanium sponge', 'titaniferous']",Tantalum,No,['verbalized-GLM-4.6V-Flash']
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titanium processing', 'menachite', 'titaniferous', 'titanium ore', 'titanium bolts', 'titanium sponge', 'element 22', 'titanium jewelry', 'titanium', 'titanium metallurgy']",Seaborgium,No,['verbalized-Qwen3.5-4B']
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titanium jewelry', 'element 22', 'titanium ore', 'titanium metallurgy', 'menachite', 'titanium sponge', 'titanium processing', 'titaniferous', 'titanium bolts', 'titanium']",104,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titanium metallurgy', 'element 22', 'titanium jewelry', 'titanium', 'titanium sponge', 'titanium ore', 'titaniferous', 'titanium bolts', 'titanium processing', 'menachite']",Titanium (Ti),No,['verbalized-Ministral-3-8B-Instruct-2512']
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titanium ore', 'titanium processing', 'titanium jewelry', 'titanium', 'titanium metallurgy', 'menachite', 'element 22', 'titanium bolts', 'titanium sponge', 'titaniferous']",Dubnium,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['titaniferous', 'titanium ore', 'titanium jewelry', 'titanium bolts', 'titanium', 'titanium metallurgy', 'titanium sponge', 'menachite', 'element 22', 'titanium processing']",Flerovium (Fl),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?","['menachite', 'titanium ore', 'titanium bolts', 'titanium', 'titaniferous', 'titanium jewelry', 'titanium sponge', 'titanium metallurgy', 'element 22', 'titanium processing']",dubnium,No,['verbalized-Qwen3.5-9B']
"The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",['south west coast'],West Coast Path,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",['south west coast'],Pennine Way,No,['verbalized-Ministral-3-8B-Instruct-2512']
"The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",['south west coast'],The South West Coast Path,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",['south west coast'],South West Coast Path,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],on the ocean.,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],American,No,['verbalized-GLM-4.6V-Flash']
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],"Grilled lobster or scallops with a citrus vinaigrette, avocado, and seasonal greens",No,['verbalized-Ministral-3-8B-Instruct-2512']
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],around shrimp.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],on Cape Cod,No,['verbalized-Qwen3.5-4B']
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],around fresh corn and watermelon.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],"Grilled lobster, avocado, heirloom tomatoes, and citrus vinaigrette over a bed of crispy potato chips.",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
'Cape Cod Salad' is an exotic summer dish centred,['lobster'],around,No,['verbalized-Qwen3.5-9B']
Ecuador has a border with Peru and which other country ?,"['iso 3166 1 co', 'iso 3166-1:co', 'the republic of colombia', 'colombia', 'republic of columbia', 'colombiá', 'name of colombia', 'republica de colombia', 'república de colombia', 'etymology of colombia', 'republic of colombia']",Columbia,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Ecuador has a border with Peru and which other country ?,"['república de colombia', 'etymology of colombia', 'republic of columbia', 'colombiá', 'iso 3166 1 co', 'name of colombia', 'iso 3166-1:co', 'the republic of colombia', 'colombia', 'republic of colombia', 'republica de colombia']",Brazil,No,['verbalized-GLM-4.6V-Flash']
"When it was a first performed at the Abbey Theatre in Dublin in 1907, which play caused rioting in the streets because of objections to the portrayal of rural Irish Catholic immorality?","['sara tansey', 'michael james flaherty', 'christopher mahon', 'widow quin', 'the playboy of the western world', 'shawn keogh', 'pegeen mike', 'old mahon', 'playboy of western world', 'christy mahon', ""'the playboy of the western world'"", 'playboy of the western world', 'playboy riots', 'honor blake', 'philly cullen']","""The Playboy of the Western World""",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"When it was a first performed at the Abbey Theatre in Dublin in 1907, which play caused rioting in the streets because of objections to the portrayal of rural Irish Catholic immorality?","['sara tansey', 'shawn keogh', ""'the playboy of the western world'"", 'michael james flaherty', 'honor blake', 'christy mahon', 'playboy of the western world', 'christopher mahon', 'playboy of western world', 'playboy riots', 'old mahon', 'the playboy of the western world', 'pegeen mike', 'widow quin', 'philly cullen']","John Millington Synge's ""The Playboy of the Western World"".",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"When it was a first performed at the Abbey Theatre in Dublin in 1907, which play caused rioting in the streets because of objections to the portrayal of rural Irish Catholic immorality?","['playboy riots', 'pegeen mike', 'christopher mahon', 'michael james flaherty', ""'the playboy of the western world'"", 'honor blake', 'playboy of western world', 'sara tansey', 'philly cullen', 'widow quin', 'christy mahon', 'old mahon', 'the playboy of the western world', 'shawn keogh', 'playboy of the western world']",Playboy,No,['verbalized-Qwen3.5-4B']
What is the name of the short bar with weights at each end that is sometimes used by bodybuilders?,"['dumb-bell', 'dumb bell', 'dumbbells', 'dumbells', 'dumbell', 'dumbbell']",EZ bar,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What is the name of the short bar with weights at each end that is sometimes used by bodybuilders?,"['dumbells', 'dumbbells', 'dumb-bell', 'dumb bell', 'dumbbell', 'dumbell']",Barbell,No,['verbalized-Ministral-3-8B-Instruct-2512']
"Statistically the greatest driver of Formula One, Michael Schumacher won his seven championships with which two companies?",['benetton and ferrari'],Mercedes-Benz and Ferrari,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"Statistically the greatest driver of Formula One, Michael Schumacher won his seven championships with which two companies?",['benetton and ferrari'],Ferrari and Benetton,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"Statistically the greatest driver of Formula One, Michael Schumacher won his seven championships with which two companies?",['benetton and ferrari'],Ferrari** and **Mercedes**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In Greek mythology, where do righteous souls go after death?","['elysian fields', 'elysian fields (disambiguation)', 'elysian fields disambiguation', 'the elysian fields', 'elysiane fields', 'alysian fields']",Elysium,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"In Greek mythology, where do righteous souls go after death?","['elysian fields disambiguation', 'elysiane fields', 'the elysian fields', 'elysian fields', 'elysian fields (disambiguation)', 'alysian fields']",Elysium** (or the **Fields of Asphodel**).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which sportsman's autobiography is called Blessed?,"['georgie best', 'geordie best', 'alex best', 'george best', 'geroge best', 'bob bishop (scout)', 'george best memorial trust', 'bob bishop scout', 'alex pursey']",David Goffin,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Which sportsman's autobiography is called Blessed?,"['bob bishop scout', 'george best', 'george best memorial trust', 'bob bishop (scout)', 'geordie best', 'geroge best', 'alex pursey', 'georgie best', 'alex best']",Muhammad Ali,No,['verbalized-Qwen3.5-9B']
Which sportsman's autobiography is called Blessed?,"['george best memorial trust', 'georgie best', 'bob bishop scout', 'george best', 'geroge best', 'alex best', 'alex pursey', 'bob bishop (scout)', 'geordie best']",David Beckham,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
Which sportsman's autobiography is called Blessed?,"['alex pursey', 'bob bishop scout', 'alex best', 'geordie best', 'bob bishop (scout)', 'george best memorial trust', 'geroge best', 'georgie best', 'george best']",Michael Jordan,No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-9B', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512']"
